Timestamp,Title,URL/DOI (please check DOI by collating DOI at the end of https://doi.org/  ),Provider/Creators,Material Type (see: https://help.oercommons.org/support/solutions/articles/42000046908-material-types for Glossary of terms),Education Level,Abstract,Language,Conditions of Use,Primary User,Subject Areas,FORRT Clusters  | see: https://forrt.org/clusters,"User Tags (separate by comma if more than one; capitalize each word, except for prepositions)"
2020-06-06T19:33:27.577Z,Chaos in the brickyard,https://doi.org/10.1126/science.142.3590.339,"Forscher, B. K.","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),A paper about open science and novelty,English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-06T19:36:22.578Z,"Psychology, Science, and Knowledge Construction: Broadening Perspectives from the Replication Crisis",https://doi.org/10.1146/annurev-psych-122216-011845,Patrick E. Shrout and Joseph L. Rodgers,"Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Psychology advances knowledge by testing statistical hypotheses using empirical observations and data. The expectation is that most statistically significant findings can be replicated in new data and in new laboratories, but in practice many findings have replicated less often than expected, leading to claims of a replication crisis. We review recent methodological literature on questionable research practices, meta-analysis, and power analysis to explain the apparently high rates of failure to replicate. Psychologists can improve research practices to advance knowledge in ways that improve replicability. We recommend that researchers adopt open science conventions of preregi-stration and full disclosure and that replication efforts be based on multiple studies rather than on a single replication attempt. We call for more sophisticated power analyses, careful consideration of the various influences on effect sizes, and more complete disclosure of nonsignificant as well as statistically significant findings.",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-07T18:34:55.042Z,Strong inference,https://doi.org/10.1126/science.146.3642.347,John R Platt,"Primary Source, Reading, Paper",College / Upper Division (Undergraduates),certain systematic methods of scientific thinking may produce much more rapid progress than others.,English,I don't see any of these,Student,"Applied Science, Life Science, Physical Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-07T18:36:25.638Z,Best practices in data analysis and sharing in neuroimaging using MRI,https://doi.org/10.1038/nn.4500,Thomas E. Nichols et al.,"Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Given concerns about the reproducibility of scientific findings, neuroimaging must define best practices for data analysis, results reporting, and algorithm and data sharing to promote transparency, reliability and collaboration. We describe insights from developing a set of recommendations on behalf of the Organization for Human Brain Mapping and identify barriers that impede these practices, including how the discipline must change to fully exploit the potential of the world’s neuroimaging data.",English,I don't see any of these,Student,Life Science,"Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-07T18:37:56.242Z,Optimizing Research Payoff,https://doi.org/10.1177/1745691616649170,Jeff Miller and Rolf Ulrich,"Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"In this article, we present a model for determining how total research payoff depends on researchers’ choices of sample sizes, α levels, and other parameters of the research process. The model can be used to quantify various tradeoffs inherent in the research process and thus to balance competing goals, such as (a) maximizing both the number of studies carried out and also the statistical power of each study, (b) minimizing the rates of both false positive and false negative findings, and (c) maximizing both replicability and research efficiency. Given certain necessary information about a research area, the model can be used to determine the optimal values of sample size, statistical power, rate of false positives, rate of false negatives, and replicability, such that overall research payoff is maximized. More specifically, the model shows how the optimal values of these quantities depend upon the size and frequency of true effects within the area, as well as the individual payoffs associated with particular study outcomes. The model is particularly relevant within current discussions of how to optimize the productivity of scientific research, because it shows which aspects of a research area must be considered and how these aspects combine to determine total research payoff.",English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,
2020-06-07T18:39:54.479Z,Psychology’s Replication Crisis and the Grant Culture: Righting the Ship,https://doi.org/10.1177/1745691616687745,Scott O.  Lilienfeld,"Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"The past several years have been a time for soul searching in psychology, as we have gradually come to grips with the reality that some of our cherished findings are less robust than we had assumed. Nevertheless, the replication crisis highlights the operation of psychological science at its best, as it reflects our growing humility. At the same time, institutional variables, especially the growing emphasis on external funding as an expectation or de facto requirement for faculty tenure and promotion, pose largely unappreciated hazards for psychological science, including (a) incentives for engaging in questionable research practices, (b) a single-minded focus on programmatic research, (c) intellectual hyperspecialization, (d) disincentives for conducting direct replications, (e) stifling of creativity and intellectual risk taking, (f) researchers promising more than they can deliver, and (g) diminished time for thinking deeply. Preregistration should assist with (a), but will do little about (b) through (g). Psychology is beginning to right the ship, but it will need to confront the increasingly deleterious impact of the grant culture on scientific inquiry",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-07T18:43:00.336Z,Ten Simple Rules for Effective Statistical Practice,https://doi.org/10.1371/journal.pcbi.1004961,Robert E.Kass et al.,"Primary Source, Reading, Paper",College / Upper Division (Undergraduates),A paper about Ten Simple Rules for Effective Statistical Practice,English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,
2020-06-07T18:45:22.803Z,Mini Meta-Analysis of Your Own Studies: Some Arguments on Why and a Primer on How,https://doi.org/10.1111/spc3.12267,"Jin X. Goh, Judith A. Hall and Robert Rosenthal","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"We outline the need to, and provide a guide on how to, conduct a meta-analysis on one’s own studies within a manuscript. Although conducting a “mini meta” within one’s manuscript has been argued for in the past, this practice is still relatively rare and adoption is slow. We believe two deterrents are responsible. First, researchers may not think that it is legitimate to do a meta-analysis on a small number of studies. Second, researchers may think a meta-analysis is too complicated to do without expert knowledge or guidance. We dispel these two misconceptions by (1) offering arguments on why researchers should be encouraged to do mini metas, (2) citing previous articles that have conducted such analyses to good effect, and (3) providing a user-friendly guide on calculating some meta-analytic procedures that are appropriate when there are only a few studies. We provide formulas for calculating effect sizes and converting effect sizes from one metric to another (e.g., from Cohen’s d to r), as well as annotated Excel spreadsheets and a step-by-step guide on how to conduct a simple meta-analysis. A series of related studies can be strengthened and better understood if accompanied by a mini meta-analysis.",English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,
2020-06-07T18:48:21.209Z,Data Sharing in Psychology: A Survey on Barriers and Preconditions,https://doi.org/10.1177/2515245917751886,Houtkoop et al.,"Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Despite its potential to accelerate academic progress in psychological science, public data sharing remains relatively uncommon. In order to discover the perceived barriers to public data sharing and possible means for lowering them, we conducted a survey, which elicited responses from 600 authors of articles in psychology. The results confirmed that data are shared only infrequently. Perceived barriers included respondents’ belief that sharing is not a common practice in their fields, their preference to share data only upon request, their perception that sharing requires extra work, and their lack of training in sharing data. Our survey suggests that strong encouragement from institutions, journals, and funders will be particularly effective in overcoming these barriers, in combination with educational materials that demonstrate where and how data can be shared effectively.",English,I don't see any of these,Student,Math & Statistics,"Reproducible Analyses,Open Data and Materials",
2020-06-07T19:01:57.951Z,Prediction Interval: What to Expect When You’re Expecting … A Replication,https://doi.org/10.1371/journal.pone.0162874,Jeffrey R.Spence and David J. Stanley,"Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"A challenge when interpreting replications is determining whether the results of a replication “successfully” replicate the original study. Looking for consistency between two studies is challenging because individual studies are susceptible to many sources of error that can cause study results to deviate from each other and the population effect in unpredictable directions and magnitudes. In the current paper, we derive methods to compute a prediction interval, a range of results that can be expected in a replication due to chance (i.e., sampling error), for means and commonly used indexes of effect size: correlations and d-values. The prediction interval is calculable based on objective study characteristics (i.e., effect size of the original study and sample sizes of the original study and planned replication) even when sample sizes across studies are unequal. The prediction interval provides an a priori method for assessing if the difference between an original and replication result is consistent with what can be expected due to sample error alone. We provide open-source software tools that allow researchers, reviewers, replicators, and editors to easily calculate prediction intervals.",English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,
2020-06-07T19:04:41.241Z,Replicating Studies in Which Samples of Participants Respond to Samples of Stimuli,https://doi.org/10.1177/1745691614564879,"Jacob Westfall, Charles M. Judd, David A. Kenny","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"In a direct replication, the typical goal is to reproduce a prior experimental result with a new but comparable sample of participants in a high-powered replication study. Often in psychology, the research to be replicated involves a sample of participants responding to a sample of stimuli. In replicating such studies, we argue that the same criteria should be used in sampling stimuli as are used in sampling participants. Namely, a new but comparable sample of stimuli should be used to ensure that the original results are not due to idiosyncrasies of the original stimulus sample, and the stimulus sample must often be enlarged to ensure high statistical power. In support of the latter point, we discuss the fact that in experiments involving samples of stimuli, statistical power typically does not approach 1 as the number of participants goes to infinity. As an example of the importance of sampling new stimuli, we discuss the bygone literature on the risky shift phenomenon, which was almost entirely based on a single stimulus sample that was later discovered to be highly unrepresentative. We discuss the use of both resampled and expanded stimulus sets, that is, stimulus samples that include the original stimuli plus new stimuli.",English,I don't see any of these,Student,"Math & Statistics, Social Science","Reproducibility and Replicability Knowledge,Conceptual and Statistical Knowledge,Replication Research",Reproducibility Crisis and Credibility Revolution
2020-06-07T19:08:02.926Z,Privacy and Data-Based Research,https://doi.org/10.1257/jep.28.2.75,"Heffetz, Ori, and Katrina Liggett.","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"What can we, as users of microdata, formally guarantee to the individuals (or firms) in our dataset, regarding their privacy? We retell a few stories, well-known in data-privacy circles, of failed anonymization attempts in publicly released datasets. We then provide a mostly informal introduction to several ideas from the literature on differential privacy, an active literature in computer science that studies formal approaches to preserving the privacy of individuals in statistical databases. We apply some of its insights to situations routinely faced by applied economists, emphasizing big-data contexts.",English,I don't see any of these,Student,Social Science,"Reproducible Analyses,Open Data and Materials",
2020-06-07T19:09:59.434Z,The Peer Reviewers’ Openness Initiative: incentivizing open research practices through peer review. ,https://doi.org/10.1098/rsos.150547,Richard Morey et al. ,"Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Openness is one of the central values of science. Open scientific practices such as sharing data, materials and analysis scripts alongside published articles have many benefits, including easier replication and extension studies, increased availability of data for theory-building and meta-analysis, and increased possibility of review and collaboration even after a paper has been published. Although modern information technology makes sharing easier than ever before, uptake of open practices had been slow. We suggest this might be in part due to a social dilemma arising from misaligned incentives and propose a specific, concrete mechanism—reviewers withholding comprehensive review—to achieve the goal of creating the expectation of open practices as a matter of scientific principle.",English,I don't see any of these,Student,"Applied Science, Social Science",,"Transparency,Peer-Review"
2020-06-07T19:14:30.269Z,Promoting an open research culture,https://doi.org/10.1126/science.aab2374,Nosek et al.,"Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Author guidelines for journals could help to promote transparency, openness, and reproducibility",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-07T19:16:02.933Z,Researchers’ Intuitions About Power in Psychological Research,https://doi.org/10.1177/0956797616647519,Bakker et al.,"Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Many psychology studies are statistically underpowered. In part, this may be because many researchers rely on intuition, rules of thumb, and prior practice (along with practical considerations) to determine the number of subjects to test. In Study 1, we surveyed 291 published research psychologists and found large discrepancies between their reports of their preferred amount of power and the actual power of their studies (calculated from their reported typical cell size, typical effect size, and acceptable alpha). Furthermore, in Study 2, 89% of the 214 respondents overestimated the power of specific research designs with a small expected effect size, and 95% underestimated the sample size needed to obtain .80 power for detecting a small effect. Neither researchers’ experience nor their knowledge predicted the bias in their self-reported power intuitions. Because many respondents reported that they based their sample sizes on rules of thumb or common practice in the field, we recommend that researchers conduct and report formal power analyses for their studies.",English,I don't see any of these,Student,"Applied Science, Math & Statistics, Social Science",Conceptual and Statistical Knowledge,
2020-06-07T19:17:39.866Z,Using prediction markets to estimate the reproducibility of scientific research,https://doi.org/10.1073/pnas.1516179112,Anna Drebner et al.,"Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Concerns about a lack of reproducibility of statistically significant results have recently been raised in many fields, and it has been argued that this lack comes at substantial economic costs. We here report the results from prediction markets set up to quantify the reproducibility of 44 studies published in prominent psychology journals and replicated in the Reproducibility Project: Psychology. The prediction markets predict the outcomes of the replications well and outperform a survey of market participants’ individual forecasts. This shows that prediction markets are a promising tool for assessing the reproducibility of published scientific results. The prediction markets also allow us to estimate probabilities for the hypotheses being true at different testing stages, which provides valuable information regarding the temporal dynamics of scientific discovery. We find that the hypotheses being tested in psychology typically have low prior probabilities of being true (median, 9%) and that a “statistically significant” finding needs to be confirmed in a well-powered replication to have a high probability of being true. We argue that prediction markets could be used to obtain speedy information about reproducibility at low cost and could potentially even be used to determine which studies to replicate to optimally allocate limited resources into replications.",English,I don't see any of these,Student,Social Science,"Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-07T19:25:08.972Z,Beyond Power Calculations: Assessing Type S (Sign) and Type M (Magnitude) Errors,https://doi.org/10.1177/1745691614551642,Andrew Gelman1 and John Carlin,"Primary Source, Reading",College / Upper Division (Undergraduates),"Statistical power analysis provides the conventional approach to assess error rates when designing a research study. However, power analysis is flawed in that a narrow emphasis on statistical significance is placed as the primary focus of study design. In noisy, small-sample settings, statistically significant results can often be misleading. To help researchers address this problem in the context of their own studies, we recommend design calculations in which (a) the probability of an estimate being in the wrong direction (Type S [sign] error) and (b) the factor by which the magnitude of an effect might be overestimated (Type M [magnitude] error or exaggeration ratio) are estimated. We illustrate with examples from recent published research and discuss the largest challenge in a design calculation: coming up with reasonable estimates of plausible effect sizes based on external information.",English,I don't see any of these,Student,"Math & Statistics, Social Science",Conceptual and Statistical Knowledge,
2020-06-07T19:27:16.108Z,Sample Size Planning for the Standardized Mean Difference: Accuracy in Parameter Estimation via Narrow Confidence Intervals,https://doi.org/10.1037/1082-989X.11.4.363,"Ken Kelley 1, Joseph R Rausch","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Methods for planning sample size (SS) for the standardized mean difference so that a narrow confidence interval (CI) can be obtained via the accuracy in parameter estimation (AIPE) approach are developed. One method plans SS so that the expected width of the CI is sufficiently narrow. A modification adjusts the SS so that the obtained CI is no wider than desired with some specified degree of certainty (e.g., 99% certain the 95% CI will be no wider than omega). The rationale of the AIPE approach to SS planning is given, as is a discussion of the analytic approach to CI formation for the population standardized mean difference. Tables with values of necessary SS are provided. The freely available Methods for the Behavioral, Educational, and Social Sciences (K. Kelley, 2006a) R (R Development Core Team, 2006) software package easily implements the methods discussed.",English,I don't see any of these,Student,"Math & Statistics, Social Science",Conceptual and Statistical Knowledge,
2020-06-07T19:29:25.553Z,"Effect Sizes: Why, When, and How to Use Them",https://doi.org/10.1027/0044-3409.217.1.6,"Rosnow, R. L., & Rosenthal, R. ","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"The effect size (ES) is the magnitude of a study outcome or research finding, such as the strength of the relationship obtained between an independent variable and a dependent variable. Two types of ES indicators are sampled here: the difference-type and the correlational (or r-type). Both are well suited to situations in which there are two groups or two conditions, whereas the r-type, used in association with focused statistical procedures (contrasts), is also ideal in situations where there are more than two groups or conditions and there are predicted overall patterns to be evaluated. Also discussed are procedures for computing confidence intervals and null-counternull intervals as well as a systematic approach to comparing and combining competing predictions expressed in the form of contrast weights and ES indicators.",English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,
2020-06-07T19:31:18.607Z,Interpreting effect sizes: Toward a quantitative cumulative social psychology,https://doi.org/10.1002/ejsp.2019,ARTHUR A. STUKAS AND GEOFF CUMMING,"Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Improved research practice is based on estimation of effect sizes rather than statistical significance. We discuss the challenging task of interpreting effect sizes in the research context, with particular attention to social psychological research. We emphasize the need to acknowledge the uncertainty in an effect size estimate, as signaled by the confidence interval. Interpretation must consider the independent variables, participants, measures, and other aspects of the research. Comparison with other results in the research field, and consideration of theoretical and practical implications are useful strategies. Researchers should consider the possible value of agreeing on benchmarks to help guide effect size interpretation, at least within focused research fields. More broadly, researchers should wherever possible think of experimental manipulations as well as results in quantitative terms. Doing so is fundamental for designing ingenious, informative experiments, understanding research results and their implications, developing theory, and building a quantitative cumulative social psychology",English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,
2020-06-07T19:33:16.857Z,"Fishing, Commitment, and Communication: A Proposal for Comprehensive Nonbinding Research Registration",https://doi.org/10.1093/pan/mps021,"Macartan Humphreys, Raul Sanchez de la Sierra  and Peter van der Windt","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Social scientists generally enjoy substantial latitude in selecting measures and models for hypothesis testing. Coupled with publication and related biases, this latitude raises the concern that researchers may intentionally or unintentionally select models that yield positive findings, leading to an unreliable body of published research. To combat this “fishing” problem in medical studies, leading journals now require preregistration of designs that emphasize the prior identification of dependent and independent variables. However, we demonstrate here that even with this level of advanced specification, the scope for fishing is considerable when there is latitude over selection of covariates, subgroups, and other elements of an analysis plan. These concerns could be addressed through the use of a form of comprehensive registration. We experiment with such an approach in the context of an ongoing field experiment for which we drafted a complete “mock report” of findings using fake data on treatment assignment. We describe the advantages and disadvantages of this form of registration and propose that a comprehensive but nonbinding approach be adopted as a first step to combat fishing by social scientists. Likely effects of comprehensive but nonbinding registration are discussed, the principal advantage being communication rather than commitment, in particular that it generates a clear distinction between exploratory analyses and genuine tests.",English,I don't see any of these,Student,Social Science,"Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-07T19:35:51.581Z,Pre-registration in social psychology—A discussion and suggested template.,https://doi.org/10.1016/j.jesp.2016.03.004,"van ‘t Veer, A.E., & Giner-Sorolla, R.","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Pre-registration of studies before they are conducted has recently become more feasible for researchers, and is encouraged by an increasing number of journals. However, because the practice of pre-registration is relatively new to psychological science, specific guidelines for the content of registrations are still in a formative stage. After giving a brief history of pre-registration in medical and psychological research, we outline two different models that can be applied—reviewed and unreviewed pre-registration—and discuss the advantages of each model to science as a whole and to the individual scientist, as well as some of their drawbacks and limitations. Finally, we present and justify a proposed standard template that can facilitate pre-registration. Researchers can use the template before and during the editorial process to meet article requirements and enhance the robustness of their scholarly efforts. (",English,I don't see any of these,Student,Social Science,"Reproducibility and Replicability Knowledge,Preregistration",Transparency
2020-06-08T18:04:03.232Z,Instead of “playing the game” it is time to change the rules: Registered Reports at AIMS Neuroscience and beyond. ,https://doi.org/10.3934/Neuroscience2014.1.4,"Chambers, C. D., Feredoes, E., Muthukumaraswamy, S. D., & Etchells, P. ","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"The last ten years have witnessed increasing awareness of questionable research practices (QRPs) in the life sciences [1,2], including p-hacking [3], HARKing [4], lack of replication [5], publication bias [6], low statistical power [7] and lack of data sharing ([8]; see Figure 1). Concerns about such behaviours have been raised repeatedly for over half a century [9–11] but the incentive structure of academia has not changed to address them. Despite the complex motivations that drive academia, many QRPs stem from the simple fact that the incentives which offer success to individual scientists conflict with what is best for science [12]. On the one hand are a set of gold standards that centuries of the scientific method have proven to be crucial for discovery: rigour, reproducibility, and transparency. On the other hand are a set of opposing principles born out of the academic career model: the drive to produce novel and striking results, the importance of confirming prior expectations, and the need to protect research interests from competitors. Within a culture that pressures scientists to produce rather than discover, the outcome is a biased and impoverished science in which most published results are either unconfirmed genuine discoveries or unchallenged fallacies [13]. This observation implies no moral judgement of scientists, who are as much victims of this system as they are perpetrators.",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-08T18:07:14.930Z,Logical and methodological issues affecting genetic studies of humans reported in top neuroscience journals. ,https://doi.org/10.1162/jocn_a_01192,"Grabitz, C.R. et al.","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Genetics and neuroscience are two areas of science that pose particular methodological problems because they involve detecting weak signals (i.e., small effects) in noisy data. In recent years, increasing numbers of studies have attempted to bridge these disciplines by looking for genetic factors associated with individual differences in behavior, cognition, and brain structure or function. However, different methodological approaches to guarding against false positives have evolved in the two disciplines. To explore methodological issues affecting neurogenetic studies, we conducted an in-depth analysis of 30 consecutive articles in 12 top neuroscience journals that reported on genetic associations in nonclinical human samples. It was often difficult to estimate effect sizes in neuroimaging paradigms. Where effect sizes could be calculated, the studies reporting the largest effect sizes tended to have two features: (i) they had the smallest samples and were generally underpowered to detect genetic effects, and (ii) they did not fully correct for multiple comparisons. Furthermore, only a minority of studies used statistical methods for multiple comparisons that took into account correlations between phenotypes or genotypes, and only nine studies included a replication sample or explicitly set out to replicate a prior finding. Finally, presentation of methodological information was not standardized and was often distributed across Methods sections and Supplementary Material, making it challenging to assemble basic information from many studies. Space limits imposed by journals could mean that highly complex statistical methods were described in only a superficial fashion. In summary, methods that have become standard in the genetics literature—stringent statistical standards, use of large samples, and replication of findings—are not always adopted when behavioral, cognitive, or neuroimaging phenotypes are used, leading to an increased risk of false-positive findings. Studies need to correct not just for the number of phenotypes collected but also for the number of genotypes examined, genetic models tested, and subsamples investigated. The field would benefit from more widespread use of methods that take into account correlations between the factors corrected for, such as spectral decomposition, or permutation approaches. Replication should become standard practice; this, together with the need for larger sample sizes, will entail greater emphasis on collaboration between research groups. We conclude with some specific suggestions for standardized reporting in this area.",English,I don't see any of these,Student,"Life Science, Math & Statistics, Social Science","Reproducibility and Replicability Knowledge,Conceptual and Statistical Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-08T18:08:58.444Z,Excess Success for Psychology Articles in the Journal Science,https://doi.org/10.1371/journal.pone.0114255,"Gregory Francis ,Jay Tanzman,William J. Matthews","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"This article describes a systematic analysis of the relationship between empirical data and theoretical conclusions for a set of experimental psychology articles published in the journal Science between 2005–2012. When the success rate of a set of empirical studies is much higher than would be expected relative to the experiments’ reported effects and sample sizes, it suggests that null findings have been suppressed, that the experiments or analyses were inappropriate, or that the theory does not properly follow from the data. The analyses herein indicate such excess success for 83% (15 out of 18) of the articles in Science that report four or more studies and contain sufficient information for the analysis. This result suggests a systematic pattern of excess success among psychology articles in the journal Science.",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-08T18:10:23.082Z,A Duty to Describe: Better the Devil You Know Than the Devil You Don't,https://doi.org/10.1177/1745691614551749,"Sacha D Brown, David Furrow, Daniel F Hill, Jonathon C Gable, Liam P Porter, W Jake Jacobs","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Although many researchers have discussed replication as a means to facilitate self-correcting science, in this article, we identify meta-analyses and evaluating the validity of correlational and causal inferences as additional processes crucial to self-correction. We argue that researchers have a duty to describe sampling decisions they make; without such descriptions, self-correction becomes difficult, if not impossible. We developed the Replicability and Meta-Analytic Suitability Inventory (RAMSI) to evaluate the descriptive adequacy of a sample of studies taken from current psychological literature. Authors described only about 30% of the sampling decisions necessary for self-correcting science. We suggest that a modified RAMSI can be used by authors to guide their written reports and by reviewers to inform editorial recommendations. Finally, we claim that when researchers do not describe their sampling decisions, both readers and reviewers may assume that those decisions do not matter to the outcome of the study, do not affect inferences made from the research findings, do not inhibit inclusion in meta-analyses, and do not inhibit replicability of the study. If these assumptions are in error, as they often are, and the neglected decisions are relevant, then the neglect may create a good deal of mischief in the field.",English,I don't see any of these,Student,Social Science,"Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-08T18:13:21.881Z,We have to break up,https://doi.org/10.1111/j.1745-6924.2009.01091.x,Robert B. Cialdini,"Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Three mostly positive developments in academic psychology—the cognitive revolution, the virtual requirement for multiple study reports in our top journals, and the prioritization of mediational evidence in our data—have had the unintended effect of making field research on naturally occurring behavior less suited to publication in the leading outlets of the discipline. Two regrettable consequences have ensued. The first is a reduction in the willingness of researchers, especially those young investigators confronting hiring and promotion issues, to undertake such field work. The second is a reduction in the clarity with which nonacademic audiences (e.g., citizens and legislators) can see the relevance of academic psychology to their lives and self-interest, which has contributed to a concomitant reduction in the availability of federal funds for basic behavioral science. Suggestions are offered for countering this problem",English,I don't see any of these,Student,Social Science,"Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-08T18:16:12.222Z,Preregistration Becoming the Norm in Psychological Science,https://www.psychologicalscience.org/observer/preregistration-becoming-the-norm-in-psychological-science/comment-page-1,Brian Nosek and Stephen Lindsay,"Reading, blog",College / Upper Division (Undergraduates),A blog about Preregistration Becoming the Norm in Psychological Science,English,I don't see any of these,Student,Social Science,"Conceptual and Statistical Knowledge,Preregistration",Blog
2020-06-08T18:19:24.175Z,Tools for De-Identification of Personal Health Information ,http://www.ehealthinformation.ca/wp-content/uploads/2014/08/2009-Tools-for-De-Identification-of-Personal-Health.pdf,Ross Fraser and Don Willison,Reading,College / Upper Division (Undergraduates),"This report identifies useful and available tools and techniques for the deidentification of personal information from interoperable electronic health records and health information related data warehouses. Section 1 contains a general introduction and defines some of the terms commonly used when discussing de-identification. Section 2 describes the principles of de-identification, including two basic models of how data warehouse are operated; the distinction between record-level and aggregate data; the distinction between direct and indirect identifiers; a description of the types of secondary uses that data warehouses support (health research, health system planning, public health surveillance, and generation of deidentified data for system testing); an explanation of k-anonymity as a measure of de-identification; a discussion of the special problems inherent in free-text data; a discussion of the special problems posed by genetic information; and guidance to prevent unintended disclosures through lapses in security. Section 3 describes the various approaches to de-identification, including a flow diagram of when to use each approach. Record-level data can be de-identified through data reduction (including removal of direct identifiers, reduction in the detail of the data, and sampling), data modification (random addition of noise to the data, randomization of data values, and data swapping), and data suppression. Each approach is briefly described and examples are given. Pseudonymisation is described; including the distinction between reversible and irreversible pseudonymisation, and the two basic ways in which pseudonymisation is carried out. Aggregate data has its own approaches to de-identification, including restriction-based methods (cell suppression and changing the classification scheme for the data) and heuristics. These are described with examples. Section 5 contains some best practices for de-identification. These include how direct identifiers should be handled in data warehouses; how date variables should be presented in released datasets; how location data such as postal codes should be handled in released datasets; special guidelines for diagnostic imaging data; how pseudonymous IDs should be handled in released datasets to prevent unintended data linkages to other datasets; and elements of contractual agreements on use and disclosure of datasets. Section 5 contains a description of readily available tools for de-identification of both record-level data and aggregate data. Tools described for handling direct identifiers in record-level data include Oracle Data Masking Pack, Camouflage, Informatica Data Privacy, and Data Masker. Tools for handling indirect identifiers in record-level data include PARAT, μ-Argus, and the Cornell Anonymization Toolkit. Additional tools for aggregate data include τ-ARGUS. Additional tools are also discussed for postal code conversion. Third-party evaluation of de-identification (or the lack thereof) is also briefly discussed. Section 6 briefly discusses re-identification risks. The report concludes with two observations: that the tools described can significantly reduce the risk of reidentification but only when sensibly combined with administrative controls such as end-user agreements and good security practices; and that the de-identified data will only be of value to the end-users if the approach to de-identification supports the intended use.",English,I don't see any of these,"Administrator, Researcher","Life Science, Social Science","Reproducible Analyses,Open Data and Materials",
